municipalityCode,municipalityName,score,candidateScore,title,url,snippet
21203,高山市,8,7,"住まい",https://www.city.takayama.lg.jp/kurashi/1006064/1006088/index.html,";&#2346;&#2366;&#2354;&#2368; （ネパール語） Tagalog （タガログ語） Indonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・"
21203,高山市,8,9,"環境",https://www.city.takayama.lg.jp/kurashi/1006064/1006085/index.html,"46;&#2366;&#2354;&#2368; （ネパール語） Tagalog （タガログ語） Indonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防 イベ"
21203,高山市,8,6,"景観",https://www.city.takayama.lg.jp/kurashi/1006064/1006098/index.html,"4;&#2375;&#2346;&#2366;&#2354;&#2368; （ネパール語） Tagalog （タガログ語） Indonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康な"
21203,高山市,8,15,"商工業",https://www.city.takayama.lg.jp/kurashi/1006064/1019372/index.html,"375;&#2346;&#2366;&#2354;&#2368; （ネパール語） Tagalog （タガログ語） Indonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・"
21203,高山市,8,9,"畜産",https://www.city.takayama.lg.jp/kurashi/1006064/1010724/index.html,";&#2366;&#2354;&#2368; （ネパール語） Tagalog （タガログ語） Indonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防 イベント"
21203,高山市,8,6,"文化・スポーツ・市民活動",https://www.city.takayama.lg.jp/kurashi/1006064/1006069/index.html,"&#2366;&#2354;&#2368; （ネパール語） Tagalog （タガログ語） Indonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防 イベントカ"
21203,高山市,8,6,"交通・道路",https://www.city.takayama.lg.jp/kurashi/1006064/1008423/index.html,"#2346;&#2366;&#2354;&#2368; （ネパール語） Tagalog （タガログ語） Indonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防"
21203,高山市,8,6,"健康づくり",https://www.city.takayama.lg.jp/kurashi/1000016/1000091/index.html,"#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防 イベントカレンダー 市政情報 予算決算・統計・採用など 施設情報 公園・スポーツ施設など 助成・補助制度 閉じる 現在位置： トップページ > くらしの情報 > 健康・医療・保健 > 健康づくり ここから本文です。"
21203,高山市,8,6,"福祉医療",https://www.city.takayama.lg.jp/kurashi/1000017/1000100/index.html,"344;&#2375;&#2346;&#2366;&#2354;&#2368; （ネパール語） Tagalog （タガログ語） Indonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健"
21203,高山市,8,6,"地域福祉、援護他",https://www.city.takayama.lg.jp/kurashi/1000017/1004896/index.html,"&#2346;&#2366;&#2354;&#2368; （ネパール語） Tagalog （タガログ語） Indonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消"
21203,高山市,8,15,"その他の経済的支援",https://www.city.takayama.lg.jp/kurashi/1000019/1000108/index.html,"インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防 イベントカレンダー 市政情報 予算決算・統計・採用など 施設情報 公園・スポーツ施設など 助成・補助制度 閉じる 現在位置："
21203,高山市,8,6,"こどもの居場所・遊び場",https://www.city.takayama.lg.jp/kurashi/1000019/1000107/index.html,"ンドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防 イベントカレンダー 市政情報 予算決算・統計・採用など 施設情報 公園・スポーツ施設など 助成・補助制度 閉じる 現在位置： "
21203,高山市,8,9,"ひとり親家庭の支援",https://www.city.takayama.lg.jp/kurashi/1000019/1000111/index.html,"6;&#2354;&#2368; （ネパール語） Tagalog （タガログ語） Indonesia （インドネシア語） &#4119;&#4121;&#4140;&#4124;&#4144;&#4121;&#4155;&#4141;&#4143;&#4152; （ミャンマー語） Other Languages （その他の言語） 文字サイズ・配色の変更 メニュー くらしの情報 税金・ごみ・健康など 防災・防犯・消防 イベントカレンダー "
21204,多治見市,8,6,"自主防災マニュアル",https://www.city.tajimi.lg.jp/kurashi_tetsuduzuki/bosai_bohan/1005897/1005927/1005928.html,"ージ番号1005928 更新日 令和8年3月16日 印刷 大きな文字で印刷 自主防災組織が効果的に活動できるように、役割分担や行動の例を示したマニュアルを作成しました。 このマニュアルを参考に、それぞれの地域に即した自主防災活動を行っていただきたいと思います。 自主防災マニュアル（2026年度版） 全体（P01～P15） （PDF 2.5 MB） 自主防災活動の手引き（P01～P06） （PDF 722.7 KB） 指定避難所・指定緊急"
21204,多治見市,8,3,"災害協定",https://www.city.tajimi.lg.jp/kurashi_tetsuduzuki/bosai_bohan/1005897/1005931/1005932.html,"難所の鍵の貸与および開錠等に関する覚書 平成30年3月23日 第28区 大規模停電時における対応についての覚書 平成30年12月26日 中部電力パワーグリッド株式会社 非常災害発生時における土地等の使用に関する覚書 令和2年9月15日 中部電力パワーグリッド株式会社 このページに関する お問い合わせ 企画部 危機管理課 危機管理グループ 〒507-8703 多治見市日ノ出町2丁目15番地 電話：0572-22-1378 内線：1414、"
21204,多治見市,8,11,"災害時避難行動要支援者名簿",https://www.city.tajimi.lg.jp/kurashi_tetsuduzuki/bosai_bohan/1005897/1005931/1005933.html,"い。 多治見市の災害時用配慮者支援の取組み （PDF 2.4 MB） 概要をまとめたチラシです。 PDFファイルをご覧いただくには「Adobe Acrobat Reader」が必要です。お持ちでない方は アドビ社（新しいウィンドウ） から無料でダウンロードできます。 このページに関する お問い合わせ 企画部 危機管理課 危機管理グループ 〒507-8703 多治見市日ノ出町2丁目15番地 電話：0572-22-1378 内線：1414、"
21204,多治見市,8,5,"多治見市総合防災訓練",https://www.city.tajimi.lg.jp/kurashi_tetsuduzuki/bosai_bohan/1005897/1005931/1005935.html,"、多治見警察署、NTT西日本、LPガス協会、中部電力PG、 社会福祉協議会、多治見青年会議所、HAPPY DOG TEAM、エフエムたじみ、 おりべネットワーク、多治見市文化振興事業団、多治見市防災士の会、女性消防隊、 多治見市消防団、多治見市消防本部、多治見市役所 このページに関する お問い合わせ 企画部 危機管理課 危機管理グループ 〒507-8703 多治見市日ノ出町2丁目15番地 電話：0572-22-1378 内線：1414、"
21204,多治見市,8,5,"個別避難計画",https://www.city.tajimi.lg.jp/kurashi_tetsuduzuki/bosai_bohan/1005897/1009103/1009309.html,"害発生時（発生のおそれがある場合を含む）には生命や身体を保護するために当該情報が提供されます。 自治会・自主防災組織 民生児童委員 多治見警察署 多治見市消防本部 その他市長が認めた関係者 4 現在の取り組み 多治見市は、実効性の高い避難計画の作成、地域の共助力の向上を目的として、個別避難計画の作成業務を自治会（区）に委託し、作成を進めています。避難行動要支援者名簿に掲載されている方におかれましては、今後、区長、町内会長、民生児童委員な"
21201,岐阜市,7,9,"妊娠・出産",https://www.city.gifu.lg.jp/tetsuzuki/ninshin/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,11,"障がい福祉",https://www.city.gifu.lg.jp/tetsuzuki/syogaifukushi/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,2,"証明書",https://www.city.gifu.lg.jp/tetsuzuki/syomeisyo/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,3,"申請書ダウンロード検索",https://www.city.gifu.lg.jp/cgi-list/download.cgi,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,2,"税金",https://www.city.gifu.lg.jp/kurashi/zeikin/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,3,"住まい",https://www.city.gifu.lg.jp/kurashi/sumai/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,2,"道路・交通",https://www.city.gifu.lg.jp/kurashi/douro/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,7,"上水道・下水道",https://www.city.gifu.lg.jp/kurashi/suidou/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,11,"子育て・教育",https://www.city.gifu.lg.jp/kosodate/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,2,"小学校・中学校",https://www.city.gifu.lg.jp/kosodate/gakkou/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,4,"介護保険",https://www.city.gifu.lg.jp/kenko/kaigo/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,17,"産業・ビジネス",https://www.city.gifu.lg.jp/business/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,15,"雇用・労働",https://www.city.gifu.lg.jp/business/roudou/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,11,"農業振興",https://www.city.gifu.lg.jp/business/nougyou/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,4,"事業系ごみ",https://www.city.gifu.lg.jp/business/jigyougomi/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,8,"市政情報",https://www.city.gifu.lg.jp/info/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,2,"まちづくり（都市計画・都市整備）",https://www.city.gifu.lg.jp/info/machizukuri/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,8,"",https://www.city.gifu.lg.jp/zero-carbon/,"本文へ移動します。 SDGs 現状 計画・方針 取り組み 支援・イベント・教育 広域連携 ここから本文です。 トピックス（新着情報） 7月9日 UVビーズでアクセサリーづくり 地球温暖化と省エネ講座 参加者募集について 6月4日 2026年度の「ぎふ減CO2ポイント制度」を実施します！ 6月1日 岐阜市ゼロカーボン市民懇談会2.0の参加案内を送付します 2月26日 岐阜市地球温暖化対策推進委員会 協賛企業・団体を募集しています！！ 1月"
21201,岐阜市,7,2,"各部の目標と取り組み",https://www.city.gifu.lg.jp/info/seisaku/1006532/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21201,岐阜市,7,4,"庁舎跡の活用",https://www.city.gifu.lg.jp/info/seisaku/1006494/index.html,"ー 健康・福祉 健康・福祉 トップ 閉じる 感染症・予防接種 健診・検査 医療・薬事 介護保険 高齢者福祉 障がい福祉 後期高齢者医療制度 国民健康保険 社会福祉 健康づくり 健康相談・疾病対策 医療費助成 指導監査 生活にお困りの方 災害支援 ひきこもり相談 岐阜市くらしのガイド 岐阜市柳ケ瀬健康運動施設 ウゴクテ 観光・文化・ スポーツ 観光・文化・スポーツ トップ 閉じる 観光 イベント・講座 文化財・史跡 国際・多文化 ボランテ"
21202,大垣市,7,5,"大垣城",https://www.city.ogaki.lg.jp/0000000577.html,"ひ、お買い求めください。 販売価格 350円（税込） 販売場所 大垣城受付 ※通信販売は行いません。開館日のみの販売。 VR映像「大垣城」 https://my.matterport.com/show/?m=ESo9W662Qz2&lang=jp&help=1&hl=1&st=6000&play=1&lp=1&ts=1 大垣城ではパソコンやスマートフォンで城内を見学できる「VR映像大垣城」を次のとおり公開しました。最先端のVRカメラMa"
21202,大垣市,7,0,"子育て・教育",https://www.city.ogaki.lg.jp/category/6-0-0-0-0-0-0-0-0-0.html,"ーツ 事業者向け 市政 やさしい日本語 ふりがな 音声読み上げ AIチャットボットに質問する 日本語 English 中文 Português 한글 Français 検索 閉じる 現在位置 ホーム あしあと 子育て・教育 新着情報 7月14日 今月の給食（南部学校給食センター） 7月14日 夏のこどもまんなか水都っ子月間 7月14日 夏休み期間に学習スペース等の開放しています 7月14日 大垣市の子どもの居場所を紹介します（子どもの居"
21202,大垣市,7,2,"健康・福祉",https://www.city.ogaki.lg.jp/category/7-0-0-0-0-0-0-0-0-0.html,"健康・福祉 観光・文化・スポーツ 事業者向け 市政 閉じる メニュー 閉じる ホーム 暮らし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ 事業者向け 市政 やさしい日本語 ふりがな 音声読み上げ AIチャットボットに質問する 日本語 English 中文 Português 한글 Français 検索 閉じる 現在位置 ホーム あしあと 健康・福祉 新着情報 7月14日 令和8年度 市民後見人養成研修の参加者を募集します "
21202,大垣市,7,7,"事業者向け",https://www.city.ogaki.lg.jp/category/3-0-0-0-0-0-0-0-0-0.html,"利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてください。 暮らし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ 事業者向け 市政 閉じる メニュー 閉じる ホーム 暮らし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ 事"
21202,大垣市,7,8,"空家なんでも相談会の開催について",https://www.city.ogaki.lg.jp/0000031246.html,"ジに関してのご意見がありましたらご記入ください。 （注意）お答えが必要なお問い合わせは、直接担当部署へお願いします（こちらではお受けできません）。 確認 同じ階層の情報 長期優良住宅認定制度について 定期報告制度について 建築基準法による中間検査の実施について 都市計画区域内（用途地域の指定のある区域・白地地域）の建築形態規制について 大垣市アーケード等連絡協議会について 家を建てるときは 建築協定について 大垣市景観計画及び景観条例に"
21202,大垣市,7,26,"子育て支援",https://www.city.ogaki.lg.jp/category/6-2-0-0-0-0-0-0-0-0.html," 閉じる ホーム 暮らし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ 事業者向け 市政 やさしい日本語 ふりがな 音声読み上げ AIチャットボットに質問する 日本語 English 中文 Português 한글 Français 検索 閉じる 現在位置 ホーム 子育て・教育 あしあと 子育て支援 メインメニュー 子育て情報 子育て支援アプリ 子育て応援サイト「ママフレ」 水都っ子 大垣市こども未来条例 手当・給付金等 物価"
21202,大垣市,7,11,"ホームページにバナー広告を掲載しませんか【募集中】",https://www.city.ogaki.lg.jp/0000002933.html,"ホームページにバナー広告を掲載しませんか【募集中】 | 大垣市公式ホームページ／水の都おおがき 共通メニューなどをスキップして本文へ ホーム やさしい日本語 ふりがな 音声読み上げ 文字サイズ 標準 拡大 背景色 標準 反転 Language 日本語 English 中文 Português 한글 Français close 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。Jav"
21202,大垣市,7,5,"郷土館",https://www.city.ogaki.lg.jp/0000000590.html,"します。 開館時間 9時00分から17時00分 （入館は16時30分まで） 休館日 火曜日（その日が祝日にあたるときは、その翌日） 祝日の翌日（その日が日曜日または火曜日にあたるときは、その翌日とし、その日が月曜日または土曜日にあたるときは、その翌々日） 年末年始（12月29日から1月3日） 令和8年度開館カレンダー 大垣市郷土館令和8年度開館カレンダー 電話 0584-75-1231（ファックスとも） 交通 ○鉄道 JR大垣駅南口から"
21202,大垣市,7,5,"時山文化伝承館",https://www.city.ogaki.lg.jp/0000017492.html,"時山文化伝承館 | 大垣市公式ホームページ／水の都おおがき 共通メニューなどをスキップして本文へ ホーム やさしい日本語 ふりがな 音声読み上げ 文字サイズ 標準 拡大 背景色 標準 反転 Language 日本語 English 中文 Português 한글 Français close 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト"
21202,大垣市,7,5,"かわまちテラス2025夏【開催終了】",https://www.city.ogaki.lg.jp/0000067956.html,"乾杯」を、四季の広場にて行います。 おいしい大垣の湧水もご用意しておりますので、小さいお子様もぜひお気軽にご参加ください。 ※入場無料 今年の大垣市の乾杯は、7月6日(日)午後7時7分ですので、お間違えなく！ 内 容 丸の内公園 時間 内容 10時〜15時 利き水体験会 10時〜15時 SUP体験会 10時〜15時 水の実験コーナー 10時〜15時 アップサイクルワークショップ 10時〜17時 水都大垣ミニスタンプラリー 10時〜19時"
21202,大垣市,7,5,"消防・救急",https://www.city.ogaki.lg.jp/category/2-10-1-0-0-0-0-0-0-0.html," 健康・福祉 観光・文化・スポーツ 事業者向け 市政 やさしい日本語 ふりがな 音声読み上げ AIチャットボットに質問する 日本語 English 中文 Português 한글 Français 検索 閉じる 現在位置 ホーム 暮らし・手続き 防災・防犯 あしあと 消防・救急 メインメニュー 休日・夜間の救急医療 [2024年7月1日] AED（自動体外式除細動器）について [2024年5月31日] 医療機関への受診にあたって [20"
21202,大垣市,7,8,"まちづくり",https://www.city.ogaki.lg.jp/category/2-7-0-0-0-0-0-0-0-0.html,"施しました！ まちなかテラス（＃まちテラ） 景観形成重点地域の指定について 公園・緑化 大垣公園等再整備基本計画（素案）に関するパブリック・コメントの結果公表について 北公園等再整備方針（素案）に関するパブリック・コメントの結果公表について 公園緑地等管理業務委託の提出書類 四季の花 開花状況 都市公園等一覧 東公園 大垣公園等再整備基本計画について 北公園等再整備方針の策定について 大垣市緑化審議会市民委員の決定について 農山漁村振興"
21202,大垣市,7,5,"公園・緑化",https://www.city.ogaki.lg.jp/category/2-7-5-0-0-0-0-0-0-0.html,"季の花 開花状況 [2026年7月1日] 都市公園等一覧 [2026年4月9日] 東公園 [2026年1月30日] 大垣公園等再整備基本計画について [2026年1月29日] 北公園等再整備方針の策定について [2026年1月29日] 大垣市緑化審議会市民委員の決定について [2025年7月10日] 農山漁村振興交付金に係る活性化計画 [2025年2月5日] 大垣市かみいしづ緑の村公園・大垣市山村体験宿泊施設奥養老 [2024年4月1日"
21202,大垣市,7,6,"補助制度",https://www.city.ogaki.lg.jp/category/2-7-9-0-0-0-0-0-0-0.html,"字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてください。 暮らし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ 事業者向け 市政 閉じる メニュー 閉じる ホーム 暮らし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ 事業者向け 市政 やさしい日本語 ふりがな 音声読み上げ AIチャ"
